,c_loss,c_acc,p_loss,p_acc,val_p_loss,val_p_acc
0,2.2982826232910156,0.44999998807907104,2.3059186935424805,0.0,2.2870023250579834,0.0
1,1.9192755222320557,0.699999988079071,2.3119192123413086,0.0,2.2987358570098877,0.0
2,1.8203771114349365,0.5833333134651184,2.362593173980713,0.0,2.30949330329895,0.0
3,1.6411914825439453,0.5666666626930237,2.275071620941162,0.0,2.268649101257324,0.0
4,1.2872371673583984,0.7166666388511658,2.1970396041870117,0.20000000298023224,2.2318437099456787,0.1666666716337204
5,0.8758391737937927,0.7333333492279053,2.1992599964141846,0.4333333373069763,2.2353012561798096,0.1666666716337204
6,0.6607621312141418,0.8666666746139526,2.214247465133667,0.2666666805744171,2.2224233150482178,0.1666666716337204
7,0.4770008623600006,0.949999988079071,2.191286563873291,0.4000000059604645,2.2088639736175537,0.3333333432674408
8,0.43798062205314636,1.0,2.1780169010162354,0.36666667461395264,2.1894619464874268,0.5
9,0.3627290725708008,0.949999988079071,2.1456189155578613,0.4333333373069763,2.1628618240356445,0.5
10,0.27743297815322876,0.9166666865348816,2.117892265319824,0.46666666865348816,2.1405746936798096,0.5
11,0.448052316904068,0.8999999761581421,2.1294455528259277,0.46666666865348816,2.1164987087249756,0.5
12,0.30913403630256653,0.9666666388511658,2.0997822284698486,0.46666666865348816,2.087209939956665,0.5
13,0.41040948033332825,0.9166666865348816,2.072251796722412,0.5,2.0646791458129883,0.5
14,0.45022982358932495,0.9166666865348816,2.005148410797119,0.5,2.015782594680786,0.5
15,0.4712528586387634,0.8333333134651184,1.9802075624465942,0.5,2.0037996768951416,0.5
16,0.4502481520175934,0.8999999761581421,1.955382227897644,0.5,1.9834274053573608,0.5
17,0.5313900709152222,0.8666666746139526,1.959190011024475,0.5,1.9658459424972534,0.5
18,0.283931702375412,0.949999988079071,1.9782452583312988,0.5,1.959166407585144,0.5
19,0.2356223464012146,0.9833333492279053,1.9866591691970825,0.5,1.945566177368164,0.5
20,0.18501070141792297,1.0,1.9417755603790283,0.46666666865348816,1.9345749616622925,0.5
21,0.17844557762145996,0.9833333492279053,1.9414886236190796,0.46666666865348816,1.9365935325622559,0.5
22,0.14831997454166412,0.9833333492279053,1.940860629081726,0.46666666865348816,1.9408665895462036,0.5
23,0.1303052008152008,0.9833333492279053,1.9529469013214111,0.46666666865348816,1.944143295288086,0.5
24,0.07436148077249527,1.0,1.9596412181854248,0.46666666865348816,1.9332107305526733,0.5
25,0.19855141639709473,0.9666666388511658,1.936258316040039,0.46666666865348816,1.9247363805770874,0.5
26,0.15149778127670288,1.0,1.9442763328552246,0.46666666865348816,1.9219163656234741,0.5
27,0.24132686853408813,0.9333333373069763,1.940178632736206,0.46666666865348816,1.9040637016296387,0.5
28,0.18379484117031097,0.949999988079071,1.9070510864257812,0.4333333373069763,1.883401870727539,0.5
29,0.16618339717388153,1.0,1.877061128616333,0.4333333373069763,1.8605494499206543,0.5
30,0.18211928009986877,0.9833333492279053,1.8818726539611816,0.4333333373069763,1.8345569372177124,0.5
31,0.1459525227546692,0.9833333492279053,1.8584040403366089,0.46666666865348816,1.817483901977539,0.5
32,0.0744471475481987,1.0,1.821549654006958,0.46666666865348816,1.7990375757217407,0.5
33,0.08652083575725555,0.9833333492279053,1.787415623664856,0.46666666865348816,1.7764676809310913,0.5
34,0.09340999275445938,1.0,1.7778984308242798,0.46666666865348816,1.758541226387024,0.5
35,0.0786859318614006,1.0,1.768144965171814,0.46666666865348816,1.7466343641281128,0.5
36,0.055049698799848557,0.9833333492279053,1.7694885730743408,0.46666666865348816,1.734972596168518,0.5
37,0.04303566366434097,1.0,1.757870078086853,0.46666666865348816,1.7217403650283813,0.5
38,0.07441195845603943,1.0,1.758987307548523,0.46666666865348816,1.70781672000885,0.5
39,0.059200070798397064,0.9833333492279053,1.7354726791381836,0.46666666865348816,1.6909087896347046,0.5
40,0.025019001215696335,1.0,1.7281078100204468,0.46666666865348816,1.67528235912323,0.5
41,0.05956512317061424,0.9833333492279053,1.7323139905929565,0.46666666865348816,1.6630878448486328,0.5
42,0.031139807775616646,1.0,1.689336895942688,0.46666666865348816,1.6511732339859009,0.5
43,0.014940907247364521,1.0,1.7025083303451538,0.46666666865348816,1.6385747194290161,0.5
44,0.013862937688827515,1.0,1.6594222784042358,0.46666666865348816,1.626832127571106,0.5
45,0.022691266611218452,1.0,1.6952223777770996,0.46666666865348816,1.6204742193222046,0.5
46,0.02819354273378849,1.0,1.6768853664398193,0.46666666865348816,1.6174817085266113,0.5
47,0.04468498006463051,1.0,1.68491792678833,0.46666666865348816,1.6073139905929565,0.5
48,0.03473222628235817,1.0,1.6735247373580933,0.46666666865348816,1.592983365058899,0.5
49,0.010379255749285221,1.0,1.6179187297821045,0.46666666865348816,1.5794320106506348,0.5
